"","type","pool_size","tau","prev","tau_param","prev_param","prev_setting","tau_setting","sd_sens","sd_ppa","sd_tests","sd_missed","mean_sens","mean_ppa","mean_tests","mean_missed","sens_q025","sens_q975","ppa_q025","ppa_q975","tests_q025","tests_q975","missed_q025","missed_q975"
"11","All Graph Effect",1,0.023,0.034,"8.3 , 359.61","16.99 , 477.12","Iowa Nov 2020","Healthcare",0,0,0.00786736506773329,0.000570130310499158,0.9283515,1,1.03163689,0.00236249255,0.9283515,0.9283515,1,1,1.017843025,1.046010225,0.00135283045,0.003394775025
"12","All Graph Effect",1,0.023,0.054,"8.3 , 359.61","14.38 , 251.01","Alabama Jan 2021","Healthcare",0,0,0.013325720824057,0.000931840075371872,0.9283515,1,1.04989929,0.00365639371,0.9283515,0.9283515,1,1,1.026778,1.074412475,0.002012469575,0.005345248825
"13","All Graph Effect",1,0.124,0.013,"8.38 , 59.43","16.67 , 1282.88","Georgia Jul 2020","Children child_index",0,0,0.00300584495019187,0.000226518734978767,0.928351454798,1,1.0118148577186,0.00090053632412535,0.928351454798,0.928351454798,1,1,1.00659443742672,1.01733483986045,0.000505594845712577,0.00131507604318929
"14","All Graph Effect",1,0.124,0.002,"8.38 , 59.43","9.94 , 6561.33","Maine Oct 2020","Children child_index",0,0,0.000465569204242938,3.58268678417946e-05,0.9283515,1,1.00140927,0.0001085954539,0.9283515,0.9283515,1,1,1.00064685,1.002304625,4.98855495e-05,0.0001774745075
"15","All Graph Effect",1,0.124,0.004,"8.38 , 59.43","5.77 , 1543.33","Idaho May 2021","Children child_index",0,0,0.00157470035536668,0.000120593016793523,0.9283515,1,1.00352677,0.0002710499641,0.9283515,0.9283515,1,1,1.00105815,1.006697975,8.1553919e-05,0.000513491185
"16","All Graph Effect",1,0.124,0.005,"8.38 , 59.43","13.06 , 2836.41","Oregon Apr 2021","Children child_index",0,0,0.00122074815460426,9.3395613993915e-05,0.9283515,1,1.00424206,0.000325900932,0.9283515,0.9283515,1,1,1.002174325,1.0065333,0.0001674262175,0.0005009719425
"17","All Graph Effect",1,0.124,0.034,"8.38 , 59.43","16.99 , 477.12","Iowa Nov 2020","Children child_index",0,0,0.00788129247037797,0.000571154399056461,0.9283515,1,1.03162908,0.00236191122,0.9283515,0.9283515,1,1,1.017843025,1.046010225,0.00135283045,0.003394775025
"18","All Graph Effect",1,0.124,0.054,"8.38 , 59.43","14.38 , 251.01","Alabama Jan 2021","Children child_index",0,0,0.0133490500779432,0.000933513179008902,0.9283515,1,1.04988642,0.00365545081,0.9283515,0.9283515,1,1,1.026778,1.074412475,0.002012469575,0.005345248825
"19","All Graph Effect",1,0.18,0.013,"64.95 , 296.26","16.67 , 1282.88","Georgia Jul 2020","Household symptomatic_index",0,0,0.00301695245793962,0.000227353336665089,0.928351454798,1,1.01176531112441,0.000896796044815559,0.928351454798,0.928351454798,1,1,1.00659443742672,1.01733483986045,0.000505594845712577,0.00131507604318929
"20","All Graph Effect",1,0.18,0.002,"64.95 , 296.26","9.94 , 6561.33","Maine Oct 2020","Household symptomatic_index",0,0,0.000466222343020282,3.58774966592116e-05,0.9283515,1,1.00141086,0.0001087175368,0.9283515,0.9283515,1,1,1.00064685,1.002304625,4.98855495e-05,0.0001774745075
"21","All Graph Effect",1,0.18,0.004,"64.95 , 296.26","5.77 , 1543.33","Idaho May 2021","Household symptomatic_index",0,0,0.00157939697532209,0.000120953043610686,0.9283515,1,1.00350832,0.0002696345361,0.9283515,0.9283515,1,1,1.00105815,1.006697975,8.1553919e-05,0.000513491185
"22","All Graph Effect",1,0.18,0.005,"64.95 , 296.26","13.06 , 2836.41","Oregon Apr 2021","Household symptomatic_index",0,0,0.00122267872850203,9.35445560864405e-05,0.9283515,1,1.00424614,0.000326211826,0.9283515,0.9283515,1,1,1.002174325,1.0065333,0.0001674262175,0.0005009719425
"23","All Graph Effect",1,0.18,0.034,"64.95 , 296.26","16.99 , 477.12","Iowa Nov 2020","Household symptomatic_index",0,0,0.00791025832605672,0.000573236708730394,0.9283515,1,1.03149877,0.00235242708,0.9283515,0.9283515,1,1,1.017843025,1.046010225,0.00135283045,0.003394775025
"24","All Graph Effect",1,0.18,0.054,"64.95 , 296.26","14.38 , 251.01","Alabama Jan 2021","Household symptomatic_index",0,0,0.0133985543200064,0.000936931069116349,0.9283515,1,1.04966615,0.0036399347,0.9283515,0.9283515,1,1,1.026778,1.074412475,0.002012469575,0.005345248825
"25","All Graph Effect",1,0.199,0.002,"0.7 , 2.81","9.94 , 6561.33","Maine Oct 2020","Household General",0,0,0.000448993675688296,3.45511114364987e-05,0.9283515,1,1.00143418,0.0001105128348,0.9283515,0.9283515,1,1,1.000647325,1.002304625,4.991884225e-05,0.0001774745075
"26","All Graph Effect",1,0.199,0.004,"0.7 , 2.81","5.77 , 1543.33","Idaho May 2021","Household General",0,0,0.00154459514263333,0.000118283959183903,0.9283515,1,1.00356963,0.0002743410696,0.9283515,0.9283515,1,1,1.0010273,1.006697975,7.919719825e-05,0.000513491185
"27","All Graph Effect",1,0.199,0.005,"0.7 , 2.81","13.06 , 2836.41","Oregon Apr 2021","Household General",0,0,0.00121546630412556,9.29705426541739e-05,0.9283515,1,1.00433463,0.000332986407,0.9283515,0.9283515,1,1,1.002175275,1.00657575,0.0001675216925,0.0005041877875
"28","All Graph Effect",1,0.199,0.013,"0.7 , 2.81","16.67 , 1282.88","Georgia Jul 2020","Household General",0,0,0.00303825057012562,0.000228884603817668,0.9283515,1,1.01198072,0.000913026696,0.9283515,0.9283515,1,1,1.006070725,1.01743305,0.0004657231325,0.001322373825
"29","All Graph Effect",1,0.199,0.034,"0.7 , 2.81","16.99 , 477.12","Iowa Nov 2020","Household General",0,0,0.00796144213272491,0.000576512170059044,0.9283515,1,1.03206334,0.00239330521,0.9283515,0.9283515,1,1,1.016443075,1.046261925,0.001248531075,0.003412519
"30","All Graph Effect",1,0.199,0.054,"0.7 , 2.81","14.38 , 251.01","Alabama Jan 2021","Household General",0,0,0.0134885588873862,0.000941987164261636,0.9283515,1,1.05062349,0.00370680033,0.9283515,0.9283515,1,1,1.024491425,1.07484595,0.001845036625,0.005374200725
"31","All Graph Effect",1,0.377,0.013,"21.78 , 35.92","16.67 , 1282.88","Georgia Jul 2020","Household spouses",0,0,0.00304122062884432,0.000229149175725775,0.928351454798,1,1.01180123501227,0.000899493667269421,0.928351454798,0.928351454798,1,1,1.00659443742672,1.0174327220619,0.000505594845712577,0.00132237399911694
"32","All Graph Effect",1,0.377,0.002,"21.78 , 35.92","9.94 , 6561.33","Maine Oct 2020","Household spouses",0,0,0.000468102677590809,3.60224389875895e-05,0.9283515,1,1.00140138,0.0001079877861,0.9283515,0.9283515,1,1,1.00064685,1.002304625,4.98855495e-05,0.0001774745075
"33","All Graph Effect",1,0.377,0.004,"21.78 , 35.92","5.77 , 1543.33","Idaho May 2021","Household spouses",0,0,0.00160056647582516,0.000122559017302108,0.9283515,1,1.00352287,0.0002707443691,0.9283515,0.9283515,1,1,1.00105815,1.006765275,8.1553919e-05,0.00051859213
"34","All Graph Effect",1,0.377,0.005,"21.78 , 35.92","13.06 , 2836.41","Oregon Apr 2021","Household spouses",0,0,0.00122741105127333,9.39058746900669e-05,0.9283515,1,1.00422101,0.000324287685,0.9283515,0.9283515,1,1,1.002174325,1.0065333,0.0001674262175,0.0005009719425
"35","All Graph Effect",1,0.377,0.034,"21.78 , 35.92","16.99 , 477.12","Iowa Nov 2020","Household spouses",0,0,0.00797179049425808,0.000577493501688682,0.9283515,1,1.03159235,0.00235914848,0.9283515,0.9283515,1,1,1.017843025,1.046261925,0.00135283045,0.003412519
"36","All Graph Effect",1,0.377,0.054,"21.78 , 35.92","14.38 , 251.01","Alabama Jan 2021","Household spouses",0,0,0.0135055345710153,0.000943853021987324,0.9283515,1,1.04982554,0.00365091739,0.9283515,0.9283515,1,1,1.026778,1.07484595,0.002012469575,0.005374200725
"37","All Graph Effect",2,0.012,0.002,"0.74 , 62.23","9.94 , 6561.33","Maine Oct 2020","Household asymptomatic_index",0.000790223895328071,0.000851222126978958,0.000887563435402016,0.000194930314859375,0.89990593,0.969359094,0.502775484,0.000614786477,0.8991013675,0.90183247,0.9684924625,0.9714343325,0.5012536325,0.50446801,0.0002800062825,0.000988228235
"38","All Graph Effect",2,0.012,0.004,"0.74 , 62.23","5.77 , 1543.33","Idaho May 2021","Household asymptomatic_index",0.000802403681630349,0.000864330093450084,0.00299948129571303,0.000645920311263555,0.900011417,0.969472731,0.506988549,0.001530378762,0.89914106,0.90191998,0.9685351925,0.9715286375,0.50205138,0.51294572,0.0004524302425,0.00282090205
"39","All Graph Effect",2,0.012,0.005,"0.74 , 62.23","13.06 , 2836.41","Oregon Apr 2021","Household asymptomatic_index",0.00079667342844601,0.000858152061458135,0.00239220370147369,0.000514002668917442,0.900054318,0.969518939,0.508397757,0.001836313617,0.89921369,0.901932035,0.96861349,0.97154153,0.50421562,0.51270162,0.00092642045,0.0027643871
"40","All Graph Effect",2,0.012,0.013,"0.74 , 62.23","16.67 , 1282.88","Georgia Jul 2020","Household asymptomatic_index",0.000820272231018952,0.000883584785328857,0.0058013175140709,0.00116347461262775,0.900378743,0.969868408,0.523265225,0.00492038947,0.8994514075,0.9023087,0.96886946,0.9719473025,0.5127418725,0.5335232,0.0027755979,0.006961570225
"41","All Graph Effect",2,0.012,0.034,"0.74 , 62.23","16.99 , 477.12","Iowa Nov 2020","Household asymptomatic_index",0.000908833994200341,0.000978974012271538,0.0148879866004795,0.0025498218792339,0.901271726,0.970830308,0.561595152,0.01200366233,0.8999604925,0.9033416275,0.9694178875,0.97305997,0.53428451,0.5876910175,0.007135323525,0.01635193275
"42","All Graph Effect",2,0.012,0.054,"0.74 , 62.23","14.38 , 251.01","Alabama Jan 2021","Household asymptomatic_index",0.00106333723043411,0.00114540096903868,0.0247446616871561,0.0036976674631675,0.902117827,0.971741718,0.596316697,0.01748290962,0.900412605,0.90459758,0.9699049025,0.9744128325,0.5512257025,0.6398352875,0.010295950475,0.023679611
"43","All Graph Effect",2,0.023,0.002,"8.3 , 359.61","9.94 , 6561.33","Maine Oct 2020","Healthcare",0.000578463628263031,0.000623102073525127,0.000885571256193966,0.000193388403170813,0.900879813,0.970408147,0.502753299,0.000604981845,0.8999621675,0.90192904,0.9694196375,0.9715383075,0.5012554125,0.504468965,0.0002773225425,0.0009801054325
"44","All Graph Effect",2,0.023,0.004,"8.3 , 359.61","5.77 , 1543.33","Idaho May 2021","Healthcare",0.000573579055958588,0.00061784733305292,0.00301157515875451,0.000644643751085653,0.90097975,0.970515797,0.506873271,0.001493576005,0.900005305,0.902035625,0.96946619,0.9716531775,0.5020517425,0.512956905,0.0004519396925,0.002788237675
"45","All Graph Effect",2,0.023,0.005,"8.3 , 359.61","13.06 , 2836.41","Oregon Apr 2021","Healthcare",0.000567304653279279,0.000611086756290078,0.00238953555647443,0.000511131838765011,0.901006508,0.970544618,0.508338749,0.001809151704,0.9000541425,0.902105395,0.969518785,0.971728295,0.504217135,0.5127151725,0.0009241140225,0.002744452025
"46","All Graph Effect",2,0.023,0.013,"8.3 , 359.61","16.67 , 1282.88","Georgia Jul 2020","Healthcare",0.000584506871131553,0.000629613029631551,0.00575469545225163,0.00115242170037319,0.901334268,0.970897683,0.522793146,0.00478652614,0.9003438675,0.9024270825,0.96983088,0.97207485,0.51275559,0.53336415,0.00274492535,0.0068881963
"47","All Graph Effect",2,0.023,0.034,"8.3 , 359.61","16.99 , 477.12","Iowa Nov 2020","Healthcare",0.000662142616268422,0.000713249250110956,0.0147874860913678,0.00253604850468677,0.902198042,0.971828112,0.560384827,0.01170100015,0.90099895,0.9034647125,0.9705365025,0.973192535,0.5343213375,0.58729602,0.007056526475,0.01619480125
"48","All Graph Effect",2,0.023,0.054,"8.3 , 359.61","14.38 , 251.01","Alabama Jan 2021","Healthcare",0.000819403941711856,0.000882643038578741,0.0245714441152016,0.00368594364244791,0.903012448,0.972705372,0.594297567,0.01704317832,0.901528505,0.9045750525,0.97110696,0.9743885775,0.5512780625,0.63916654,0.010181750575,0.023458654
"49","All Graph Effect",2,0.124,0.002,"8.38 , 59.43","9.94 , 6561.33","Maine Oct 2020","Children child_index",0.00298455658800449,0.00321489574521869,0.000908233492507916,0.000188797405955642,0.908845213,0.978988301,0.502756416,0.00056538198,0.90398654,0.9140479125,0.973754665,0.9845924675,0.501264485,0.5045099025,0.000260263315,0.0009339858025
"50","All Graph Effect",2,0.124,0.004,"8.38 , 59.43","5.77 , 1543.33","Idaho May 2021","Children child_index",0.00298332518403424,0.00321356992470189,0.00307009526800806,0.000615159709283859,0.908906938,0.979054781,0.506890101,0.001395821866,0.90410104,0.9141347675,0.9738779725,0.98468603,0.5020700125,0.5130946025,0.000424216265,0.0026091751
"51","All Graph Effect",2,0.124,0.005,"8.38 , 59.43","13.06 , 2836.41","Oregon Apr 2021","Children child_index",0.0029743350330812,0.00320388757775928,0.00237390095126039,0.000483140051082288,0.908954074,0.979105567,0.508284913,0.00167747491,0.90407356,0.9141717925,0.97384842,0.98472598,0.5042471375,0.5127574575,0.0008685955825,0.002596579425
"52","All Graph Effect",2,0.124,0.013,"8.38 , 59.43","16.67 , 1282.88","Georgia Jul 2020","Children child_index",0.00295030244645299,0.0031779988173862,0.00580005187808182,0.00111214757187684,0.909227397,0.979399975,0.522983362,0.00450351659,0.904316505,0.91449842,0.9741100925,0.9850777675,0.512853855,0.5336664475,0.0025805227,0.00656110475
"53","All Graph Effect",2,0.124,0.034,"8.38 , 59.43","16.99 , 477.12","Iowa Nov 2020","Children child_index",0.00289356878119374,0.00311688570681983,0.0149010065269812,0.00245349341789758,0.910005604,0.980238254,0.560882606,0.01100516868,0.90502517,0.915374945,0.974873415,0.9860219775,0.5345838875,0.5880731475,0.006632735425,0.01542035675
"54","All Graph Effect",2,0.124,0.054,"8.38 , 59.43","14.38 , 251.01","Alabama Jan 2021","Children child_index",0.00285184853837459,0.00307195396909744,0.0247589440510685,0.00356527297108548,0.910739673,0.981028973,0.59506317,0.01602722731,0.905859015,0.9162348525,0.97577169,0.98694825,0.55166852,0.6403831975,0.009568973675,0.0223338345
"55","All Graph Effect",2,0.18,0.002,"64.95 , 296.26","9.94 , 6561.33","Maine Oct 2020","Household symptomatic_index",0.00160142642876357,0.00172502207034454,0.000916311343525623,0.000178549806190761,0.913492525,0.983994284,0.502774247,0.000544063776,0.9106276425,0.91684922,0.9809082925,0.9876100525,0.501271205,0.5045355525,0.000250832515,0.0008893649325
"56","All Graph Effect",2,0.18,0.004,"64.95 , 296.26","5.77 , 1543.33","Idaho May 2021","Household symptomatic_index",0.00159687008145986,0.00172011120038558,0.00309715993540123,0.000590124377062552,0.913565947,0.984073375,0.50689006,0.001335458628,0.910692395,0.91692146,0.9809780675,0.987687845,0.50208014,0.5131274775,0.00040948008,0.002557881125
"57","All Graph Effect",2,0.18,0.005,"64.95 , 296.26","13.06 , 2836.41","Oregon Apr 2021","Household symptomatic_index",0.00159986237147974,0.00172333651441328,0.00239597072233402,0.000455809306968078,0.9135941,0.984103703,0.508336779,0.001614252881,0.910722935,0.91692292,0.9810109425,0.987689465,0.504269195,0.512829685,0.00083696023,0.0024716893
"58","All Graph Effect",2,0.18,0.013,"64.95 , 296.26","16.67 , 1282.88","Georgia Jul 2020","Household symptomatic_index",0.00158695142981279,0.00170943108298809,0.00586639178737922,0.00104907241412519,0.913863539,0.984393933,0.52300776,0.00431270689,0.9109824575,0.917128085,0.98129053,0.987910435,0.5129196025,0.533855485,0.002486204725,0.006243092175
"59","All Graph Effect",2,0.18,0.034,"64.95 , 296.26","16.99 , 477.12","Iowa Nov 2020","Household symptomatic_index",0.00159337980850186,0.00171635775646742,0.0150692952717193,0.0023080804094313,0.91458608,0.985172236,0.5609494,0.01054233463,0.9116732075,0.9177563925,0.9820345925,0.988587255,0.5347593775,0.58855889,0.006389481475,0.0146670325
"60","All Graph Effect",2,0.18,0.054,"64.95 , 296.26","14.38 , 251.01","Alabama Jan 2021","Household symptomatic_index",0.00163108362597391,0.0017569704959769,0.0250317809043308,0.00335431150841526,0.915266673,0.985905352,0.595137398,0.01535189606,0.912298645,0.918570545,0.9827082275,0.989464265,0.55193135,0.641144255,0.00921771405,0.02124012825
"61","All Graph Effect",2,0.199,0.002,"0.7 , 2.81","9.94 , 6561.33","Maine Oct 2020","Household General",0.0155161032595777,0.0167135943815429,0.000890120193904151,0.000179467207917342,0.915583521,0.986246658,0.50282786,0.000541436681,0.899215785,0.9554073675,0.9686157,1.0291439,0.50129294,0.5045281325,0.0002395601675,0.0009031538325
"62","All Graph Effect",2,0.199,0.004,"0.7 , 2.81","5.77 , 1543.33","Idaho May 2021","Household General",0.0154784234439029,0.0166730474678913,0.0030370702094378,0.00059855384330418,0.915349282,0.985994353,0.507027954,0.00133277282,0.8992926025,0.9554439225,0.9686984225,1.0291832,0.5020045575,0.5131434375,0.0004010044625,0.002696414425
"63","All Graph Effect",2,0.199,0.005,"0.7 , 2.81","13.06 , 2836.41","Oregon Apr 2021","Household General",0.015512906185573,0.0167101320617798,0.00241494754175433,0.000469109485675356,0.915511706,0.986169299,0.508535713,0.001609944864,0.8993204325,0.9554508075,0.96872845,1.0291904,0.5042465,0.5132204,0.00085528902,0.0027027612
"64","All Graph Effect",2,0.199,0.013,"0.7 , 2.81","16.67 , 1282.88","Georgia Jul 2020","Household General",0.0153004184571778,0.0164812563508282,0.00599217723346629,0.00112315986742443,0.91530019,0.985941449,0.523480701,0.00431101493,0.89955157,0.955565845,0.9689774075,1.029314725,0.5118274725,0.5348661675,0.002360635825,0.006792898625
"65","All Graph Effect",2,0.199,0.034,"0.7 , 2.81","16.99 , 477.12","Iowa Nov 2020","Household General",0.0151553569190086,0.0163250167796563,0.0153840772360364,0.00251880690030561,0.916012222,0.98670845,0.562164153,0.01052579351,0.900285865,0.9558737875,0.9697683125,1.029646375,0.5318692975,0.5910778275,0.006016064625,0.01590325775
"66","All Graph Effect",2,0.199,0.054,"0.7 , 2.81","14.38 , 251.01","Alabama Jan 2021","Household General",0.0150264055016923,0.0161861408991378,0.0255221786974321,0.00365798881642561,0.916684215,0.987432325,0.597143809,0.01532825268,0.900986325,0.9561728575,0.97052284,1.029968575,0.54727777,0.645270095,0.0087067697,0.02300333075
"67","All Graph Effect",2,0.377,0.002,"21.78 , 35.92","9.94 , 6561.33","Maine Oct 2020","Household spouses",0.00495876880447786,0.00534145540481396,0.000936070211462195,0.000157124935347242,0.92913779,1.00084702,0.502802811,0.000470107111,0.92013974,0.9394395175,0.9911545625,1.011943725,0.5012885275,0.504624345,0.000218171545,0.000759398215
"68","All Graph Effect",2,0.377,0.004,"21.78 , 35.92","5.77 , 1543.33","Idaho May 2021","Household spouses",0.00500815360258467,0.00539466132433294,0.00320019707285144,0.0005113176783667,0.929292133,1.001013233,0.507039958,0.001161582355,0.9201974075,0.939485755,0.99121662,1.011993725,0.5021150475,0.513498595,0.00035621958,0.0022296293
"69","All Graph Effect",2,0.377,0.005,"21.78 , 35.92","13.06 , 2836.41","Oregon Apr 2021","Household spouses",0.00495155623756947,0.00533372092830383,0.00244708133105378,0.000402370430969521,0.929214955,1.000930128,0.508429196,0.001395933589,0.9202219125,0.93948681,0.99124305,1.01199485,0.5043274925,0.513080225,0.0007281704725,0.002099955925
"70","All Graph Effect",2,0.377,0.013,"21.78 , 35.92","16.67 , 1282.88","Georgia Jul 2020","Household spouses",0.00498075354764961,0.00536514979030926,0.00601690487894118,0.000931182285956905,0.92952014,1.001258913,0.523473014,0.00375717065,0.9204457125,0.93961851,0.9914840975,1.012136375,0.513095785,0.53457446,0.00216334175,0.0053370048
"71","All Graph Effect",2,0.377,0.034,"21.78 , 35.92","16.99 , 477.12","Iowa Nov 2020","Household spouses",0.00493375025098012,0.0053144960887984,0.015443726616426,0.00205385892631403,0.930072488,1.001853815,0.562161315,0.00917831196,0.9210371225,0.9399630925,0.9921211475,1.012507725,0.53523049,0.590392455,0.00555888335,0.01265441475
"72","All Graph Effect",2,0.377,0.054,"21.78 , 35.92","14.38 , 251.01","Alabama Jan 2021","Household spouses",0.00489651996366704,0.00527442359185706,0.0256436750136257,0.00298423276607108,0.930593134,1.002414695,0.597028086,0.01336389959,0.9215810775,0.9402671975,0.9927071575,1.0128353,0.552631045,0.64406421,0.008017723,0.0183763945
"73","All Graph Effect",3,0.012,0.002,"0.74 , 62.23","9.94 , 6561.33","Maine Oct 2020","Household asymptomatic_index",0.00182712189541117,0.00196813084546857,0.00130180222997182,0.0005147136868327,0.880756046,0.948731258,0.33740475,0.001638368828,0.878886605,0.885196995,0.9467175425,0.953514925,0.3351716175,0.33989654,0.0007524214325,0.002632839025
"74","All Graph Effect",3,0.012,0.004,"0.74 , 62.23","5.77 , 1543.33","Idaho May 2021","Household asymptomatic_index",0.00185389903783891,0.00199697687440493,0.00438868030788438,0.00166331517937959,0.881001425,0.948995581,0.343572306,0.004020728587,0.87897944,0.8853994725,0.946817595,0.95373303,0.33634682,0.35229322,0.001203070775,0.007353390675
"75","All Graph Effect",3,0.012,0.005,"0.74 , 62.23","13.06 , 2836.41","Oregon Apr 2021","Household asymptomatic_index",0.00184030364975677,0.00198233215922024,0.00349694904862305,0.00131859463926223,0.881101235,0.949103096,0.345633811,0.00481486109,0.87914948,0.8854256925,0.9470007275,0.9537613125,0.3395213025,0.351911095,0.00245074245,0.0071953652
"76","All Graph Effect",3,0.012,0.013,"0.74 , 62.23","16.67 , 1282.88","Georgia Jul 2020","Household asymptomatic_index",0.00189082650766721,0.00203675714406852,0.00842532054379541,0.002753506921198,0.881855518,0.949915585,0.367281134,0.01239794823,0.8797051525,0.8862919875,0.94759928,0.9546944775,0.3519657025,0.3822068575,0.007228601175,0.01722367675
"77","All Graph Effect",3,0.012,0.034,"0.74 , 62.23","16.99 , 477.12","Iowa Nov 2020","Household asymptomatic_index",0.00208497342104417,0.00224589141088205,0.0212008728868339,0.00507679377371977,0.883925098,0.952144889,0.422304457,0.0277027736,0.88089397,0.888664055,0.9488798125,0.9572495875,0.38320023,0.45943972,0.017616944,0.03625545225
"78","All Graph Effect",3,0.012,0.054,"0.74 , 62.23","14.38 , 251.01","Alabama Jan 2021","Household asymptomatic_index",0.00243063882674594,0.0026182279080176,0.0345809231115901,0.00643624610179731,0.885876424,0.954246819,0.471127583,0.0377428433,0.881947175,0.891515525,0.9500143025,0.960321135,0.4075241125,0.531693105,0.0244737325,0.04823656
"79","All Graph Effect",3,0.023,0.002,"8.3 , 359.61","9.94 , 6561.33","Maine Oct 2020","Healthcare",0.00133015548815835,0.00143281014066869,0.00130014337337554,0.000508330558924855,0.883011157,0.951160417,0.337377991,0.001602417696,0.880893415,0.885417055,0.948879245,0.9537520025,0.3351777625,0.3398995975,0.000738988135,0.0025958465
"80","All Graph Effect",3,0.023,0.004,"8.3 , 359.61","5.77 , 1543.33","Idaho May 2021","Healthcare",0.00131799346590975,0.00141971953718993,0.00441114136977007,0.00165234491051412,0.883242259,0.951409358,0.343417588,0.003901220507,0.880993955,0.8856617525,0.94898752,0.9540156525,0.3363479675,0.352326195,0.001200612825,0.00720946105
"81","All Graph Effect",3,0.023,0.005,"8.3 , 359.61","13.06 , 2836.41","Oregon Apr 2021","Healthcare",0.00130316721883783,0.0014037446780262,0.00349569567808134,0.00130641925338212,0.883304243,0.951476118,0.345564691,0.00471536881,0.88110783,0.8858218425,0.9491101575,0.9541879975,0.339526665,0.351960245,0.00243929455,0.00709778135
"82","All Graph Effect",3,0.023,0.013,"8.3 , 359.61","16.67 , 1282.88","Georgia Jul 2020","Healthcare",0.00134032960291999,0.00144377406089741,0.00836426649812961,0.00272525541494038,0.884061309,0.952291613,0.366643028,0.01199824532,0.881781685,0.88655824,0.9498360175,0.9549812825,0.35202477,0.3820065925,0.007081953,0.01692023875
"83","All Graph Effect",3,0.023,0.034,"8.3 , 359.61","16.99 , 477.12","Iowa Nov 2020","Healthcare",0.00151225076550742,0.00162896927263434,0.0210810309731777,0.00505690767748526,0.88605058,0.954434415,0.420703438,0.0268910287,0.88329852,0.8889358275,0.9514699825,0.95754237,0.38335625,0.45895643,0.017255635,0.0355445845
